,index,text,class_id,website,author
2157797,914021,New voluntarily rule on the internet. Anytime someone says or suggests socialism you link them to this video.,1,Breitbart News,Leandro Lima
1374161,1557248,"My son is 4,  He often runs around on all fours barking like a dog...  should I get a fur transplant for him... elongate his face to give him a snout and put a coller on him...  teach him to play fetch???",1,The Daily Signal,Nagoo
1731423,710476,"I hope the left remembers when the rounds start flying , They asked for this!!",1,Project Veritas,Drogyn Turalyon
447234,1852114,"_This is the ultimate proof, the Bad will always win on the Good, always...anywhere, and nobody will ever care..._",0,The Atlantic,Mario
700538,1953075,Good to see White House is doing what mediamatters and bravenewfilems have been doing for years by calling Faux News as nothing more than Republican Party propaganda.,0,mediamatters4america,stewart0312
1573180,1150878,Even if it is shady or even illegal how can you tell what's what now? I'd want a re-vote in person but I know that will never happen.,1,Newsmax TV,J W
683336,495280,Nah they would say they just come on vacation and don't have enough money to go back home lol,1,Campus Reform,mobile star
673626,1897906,@Lil Tree You find them fun probably cus you're part of the problem,0,The Atlantic,UberYogsπ
1007888,1904319,"+MrCommori

""The thing is these beliefs changed quite bit over the years.""

No. They did not.

""All of these crimes ,that i listed, the church either participated/profited or flat out ignored.""

Firstly, at what point? Secondly, even if they did (and you're completely forgetting that the Catholic Church functionally is not the only Church, but let's play along), _did what they do violate the Christian ethos exhibited by Jesus, the Apostles, and all venerated saints?_

""Going back to Hitler""

*Get new material.*  

Most historians flat out disagree with your assessment that Hitler was a Christian worth his salt-- the evidence they can find demonstrates such. 

""And still so not that antitheist that he was above using the church as a weapon against his enemies.""

I already talked about how the religious persecution of the Church was already a reality from the 20s until *some point* in Stalin's regime. And even if he wasn't antitheist enough to ""use the church as a weapon against his enemies"", he was still very much militantly atheist and originally intended to continue the work of suppression that started from the Bolshevik Revolution.",0,The Atlantic,seg162
1462989,264875,"+Jaxxon
satyr: one of a class of lustful, drunken woodland gods.
Good one, genius.",0,The New Yorker,tartisan
530011,873414,Lol that was awesome. Completely over their heads.,1,Breitbart News,E Fitzgibbon
1455774,357140,Biden is the most obvious liar I have ever seen.,1,The First,MrClassicalMusic1
506077,1841454,I just wonder where they grabbed this hollywood actor at 10:43 from,0,The Atlantic,Kevin Jones
1134760,1083081,"At what point does the ""Left"" fail to mention this? It is well known to all.",1,MRCTV,Smokytopia
1038488,1292668,"Oh yes!!! This is a JOKE!!!
ANY ONE SHOULD LAUGH AT.🥲🥲🥲
We call it tears of crocodile 🐊 😢",1,Newsmax TV,Mariana. Stoleru
1580147,1364162,"Thumbnail is like: ""Mom said it's my turn on the Xbox""",1,Fox News,AleDucato
242185,1100193,"Brittany, do you have pictures of Tokyo Rose and Axis Sally hanging prominently in your home?",1,MRCTV,Sunliner Vet
229103,846482,"Thank you for your words, time, and brutal honesty! This country's youth is being brainwashed without being educated to the real horrors sharia law. Americans must fight this now before it gets worse. God bless you for your courage.",1,Breitbart News,Gary Edwards
2141969,343764,All indications point to Pres Trump won by a landslide.,1,The First,VicVal
1821713,626378,He is Loved. Many prayers for President and family. Stay safe healthy and happy. We love you.,1,Right Side Broadcasting Network,Kathy Hunt
1442916,1014346,@The House Hold well it says she died!!! IF she died she didn't experience heaven. She may have had a dream due to her being  unconsciousness. But the dead know not anything.  I am not challenging her giving glory to God but this idea isn't. It's spiritualism!!!,1,CBN News,LOUD VOICE
658177,91396,Anybody looking into Paul Pelosi Jr. 's ties to Ukraine? Seems to be common denominator among Democrats.,1,One America News Network,Thomas Kovari
1301533,605369,"Do not let them steal it, Mr. President. Force a fair count.",1,Right Side Broadcasting Network,Jeff Sensei
2242081,1051248,"So much corruption for so long. Here's my take. When Jesus sets up His kingdom, there will be justice and righteousness. Can hardly wait.",1,CBN News,Bob Fodge
651658,713358,Our democracy depends on  getting to the bottom of this,1,Project Veritas,Juan Luis Almonte
1595398,1344746,McConnell should be investigated for his Chinese ties...,1,Newsmax TV,rsdandy
128902,2014499,The most ironic thing is that he is called a white supremacist and alt right by 99% of people on the left.....,1,The Daily Wire,gina
2029406,71687,Socialist Sanctuary States can be expensive these days.,1,One America News Network,John Ferguson
1669990,793533,“It’s the white mans fault”.  -Van Jones.,1,Project Veritas,Billions and Billions
499810,25194,"Yeah I hear that JFK Jr, Epstein and Big Foot were seen in Walmart.",1,One America News Network,Holly H
89392,77224,Statements without proof lack cred. Help us out. Where's the link ?,1,One America News Network,Mark D
1762207,676118,"BTW, take all your money out of the bank .. They are going to shut down bank accounts for what you say online",1,Project Veritas,She's my President
2091882,30286,Do Biden's bidding so the Bad'uns can rake in bundles.,1,One America News Network,Nobilangelo Ceramalus
1753993,422469,"I recommend him to you. He is a great hacker. He helped me out . I bet you, you will thank me later.
Contact +1(779)216-5028 on whatsapp and APTYPAHTO on instagram Or via mail@ Uncletobian@gmail.com(he does not take upfront payment) if you need help Hacking your PayPal,
To pay off your car loan,
To fix your credit card,
To fix your credit score,
Western Union hack,
To hack into your cheating husband phone,
Bank account, 
PayPal, 
Instagram verification, 
facebook and many more.. His fast and reliable",1,Campus Reform,Laurie Vickye
630089,132986,@UP freebird And you just keep going back to the same trough & keep eating that slop they continue to serving you! Smh..,1,One America News Network,X Y
137678,1614572,"@Linda Thompson she is Hillary Part Ii. You elect him, you get me, and boy do I have plans.",1,BlazeTV,Cheryl Anne
613501,2137753,"I don't think those are rose petals, Ben.
I think that's just what happens when she takes her Nanny Nappy off.",1,The Daily Wire,BrodyLuv2
20973,1130425,"I watched it. Don’t get all riled up because of these shows. There are deliberately using language to make the viewers angry. Don’t fall for that. Listen, Biden will be president, and not much will change for the ordinary man. You will just go to your job, get your salary, go to your church, and life moves on. Perhaps the very rich will get a hard time as Biden will want to make them pay more taxes. And they damn right should!  But for everyday Joe, this will make no difference. I honostly can’t understand your anger. Pelosi, AOC, Harris, they’re all just politicians, playing their usual games. It’s NOT the end of the USA",0,Daily Kos,Bart Hillen
1412548,1357926,How is there even a race - these candidates aren’t even close! Biden stay in your basement- we all know that party will run this country in the ground!!!,1,Fox News,Carie Young
946389,752263,"those 2 postal carriers at the end did not deny it, they just got angry.....probably because they did as ordered and know they did a bad thing.",1,Project Veritas,Simon Wolfwood
654159,1093178,"3:54 What does Joe Biden stand for, the liberal talking point of the moment, nothing before or after. His political philosophy is as shallow as a pothole puddle. ",1,MRCTV,benton537
703868,1694479,Harris is so fake playing the victim role. Her folks were privileged professionals.,1,BlazeTV,Kathryn Molesa
120803,1524121,"Love you Trump, your not just a man, you are THE MAN!!!!!🙋🙏 You have done a lot for our country, if you don't get reele",1,Fox News,Shawn J Woloschuk
632208,1589895,"@M2008 the only ""region"" with actual absolute free speach are parts of the internet. But even that is about to change in the near future.",1,BlazeTV,skknIreeKer
2151019,687411,"@Katherine Leimeister ""National level politics starts at the local level. How do you think they start?"" Oh... they're *just starting* where you live? Okay.
Well here is where the rest of every nation I can think of is: the policies are *set* by a *national governing body* now. Let me know when you catch up. 
As for your pronouncement that you ""have zero illusions that government is anything but a group of people that are interested in power and money and pretty much knew it from the start,"" well, then it's a good thing you're working with them at your local level as you're so aware that that's where that good lobbying $ is.
I'm done with your inherent contradictions.",1,Project Veritas,"IfWhiningAtProblemsWorks, WhyDoCorporationsLobby?"
113103,431613,OMG!! These people could not be students at an American college. How did they get accepted and why did the college accept them !!!  What!!,1,Campus Reform,Michael Gray
1172486,389824,This country is gonna be so screwed if these are the future leaders.,1,Campus Reform,E. Davis
550960,1786615,"I've always had so much respect for her! She's a gem that deserves all the appreciation she can get! Also, she needs to come back to Black Lightning!",0,The Root,Tekoah Johnson
